id;Código de producto;imagen;imagen2;imagen3
189;MOUPAD-REDRAGONP030;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOUPAD-REDRAGONP030.jpg
190;MOUPAD-REDRAGONP031;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOUPAD-REDRAGONP031.jpg
191;MOUPAD-REDAGONP032;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOUPAD-REDAGONP032.jpg
192;MOURZIN;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOURZIN.jpg
193;MOURZIBL;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOURZIBL.jpg
194;MOUPAD-G35;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOUPAD-G35.jpg
195;MOUPAD-G37;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOUPAD-G37.jpg
196;MOU-RAZER1223;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-RAZER1223.jpg
197;MOU-RAZER1164;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-RAZER1164.jpg
198;MOU-RAZER1244;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-RAZER1244.jpg
199;MOU-PAPMAFI;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-PAPMAFI.jpg
200;MOU-RAZER1305;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-RAZER1305.jpg
201;MOU-REDRAGONM711;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-REDRAGONM711.jpg
202;MOU-A-32;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-A-32.jpg
203;MOU-A-33;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-A-33.jpg
204;MOU-A-40;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-A-40.jpg
205;MOU-A-41;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-A-41.jpg
206;MOU-A-501;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-A-501.jpg
207;MOU-A-69G;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-A-69G.jpg
208;MOU-A-71G;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-A-71G.jpg
209;MOU-A-72G;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-A-72G.jpg
210;MOU-3017;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU-3017.jpg
211;MOU193N;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/MOU193N.jpg
212;PARK143N;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/PARK143N.jpg
213;PAR2.1AZ;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/PAR2.1AZ.jpg
214;HD-E02A;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/HD-E02A.jpg
215;PAR-SB100;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/PAR-SB100.jpg
216;parob;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/parob.jpg
217;paron;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/paron.jpg
218;PARJBLGO2N;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/PARJBLGO2N.jpg
219;PARJBL-XTREME2N;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/PARJBL-XTREME2N.jpg
220;PAR-MAVC;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/PAR-MAVC.jpg
221;PARMINI600N;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/PARMINI600N.jpg
222;PAR-SP-HF180MAD;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/PAR-SP-HF180MAD.jpg
223;PAR-SP-HF180;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/PAR-SP-HF180.jpg
224;ADA-UC400;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/ADA-UC400.jpg
225;ADA600-NANO;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/ADA600-NANO.jpg
226;ADA1300;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/ADA1300.jpg
227;ADA725;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/ADA725.jpg
228;ADA823;https://dev.velox.ec/saatec/upload/fotos/;.jpg;https://dev.velox.ec/saatec/upload/fotos/ADA823.jpg
