id;foto;borrar
237;https://dev.velox.ec/maxxicomp/upload/fotos/761345810289.jpg;1
238;https://dev.velox.ec/maxxicomp/upload/fotos/761345810296.jpg;1
239;https://dev.velox.ec/maxxicomp/upload/fotos/761345810326.jpg;1
240;https://dev.velox.ec/maxxicomp/upload/fotos/761345810302.jpg;1
241;https://dev.velox.ec/maxxicomp/upload/fotos/761345810401.jpg;1
242;https://dev.velox.ec/maxxicomp/upload/fotos/761345810609.jpg;1
243;https://dev.velox.ec/maxxicomp/upload/fotos/761345810807.jpg;1
244;https://dev.velox.ec/maxxicomp/upload/fotos/4719867041649.jpg;1
245;https://dev.velox.ec/maxxicomp/upload/fotos/4712839555328.jpg;1
246;https://dev.velox.ec/maxxicomp/upload/fotos/4712839551795.jpg;1
247;https://dev.velox.ec/maxxicomp/upload/fotos/886027015780.jpg;1
248;https://dev.velox.ec/maxxicomp/upload/fotos/884102044670.jpg;1
249;https://dev.velox.ec/maxxicomp/upload/fotos/884102067020.jpg;1
250;https://dev.velox.ec/maxxicomp/upload/fotos/884102069901.jpg;1
251;https://dev.velox.ec/maxxicomp/upload/fotos/884102038006.jpg;1
252;https://dev.velox.ec/maxxicomp/upload/fotos/840006609124.jpg;1
253;https://dev.velox.ec/maxxicomp/upload/fotos/840006621928.jpg;1
254;https://dev.velox.ec/maxxicomp/upload/fotos/2200019171984.jpg;1
255;https://dev.velox.ec/maxxicomp/upload/fotos/GENCASATXCS204.jpg;1
256;https://dev.velox.ec/maxxicomp/upload/fotos/6931858773010.jpg;1
257;https://dev.velox.ec/maxxicomp/upload/fotos/6931858773140.jpg;1
258;https://dev.velox.ec/maxxicomp/upload/fotos/6931858773096.jpg;1
259;https://dev.velox.ec/maxxicomp/upload/fotos/BRUFENC3BWNE.jpg;1
260;https://dev.velox.ec/maxxicomp/upload/fotos/6931858771221.jpg;1
261;https://dev.velox.ec/maxxicomp/upload/fotos/6931858773041.jpg;1
262;https://dev.velox.ec/maxxicomp/upload/fotos/6931858771658.jpg;1
263;https://dev.velox.ec/maxxicomp/upload/fotos/6931858771146.jpg;1
264;https://dev.velox.ec/maxxicomp/upload/fotos/6931858771184.jpg;1
265;https://dev.velox.ec/maxxicomp/upload/fotos/6931858771153.jpg;1
266;https://dev.velox.ec/maxxicomp/upload/fotos/6931858770910.jpg;1
267;https://dev.velox.ec/maxxicomp/upload/fotos/6931858771689.jpg;1
268;https://dev.velox.ec/maxxicomp/upload/fotos/6931858771696.jpg;1
269;https://dev.velox.ec/maxxicomp/upload/fotos/6931858772716.jpg;1
270;https://dev.velox.ec/maxxicomp/upload/fotos/6931858772761.jpg;1
271;https://dev.velox.ec/maxxicomp/upload/fotos/6931858770361.jpg;1
272;https://dev.velox.ec/maxxicomp/upload/fotos/6931858773058.jpg;1
273;https://dev.velox.ec/maxxicomp/upload/fotos/6931858770767.jpg;1
274;https://dev.velox.ec/maxxicomp/upload/fotos/6931858770774.jpg;1
275;https://dev.velox.ec/maxxicomp/upload/fotos/6931858772792.jpg;1
276;https://dev.velox.ec/maxxicomp/upload/fotos/6931858772808.jpg;1
277;https://dev.velox.ec/maxxicomp/upload/fotos/038012GAMG510BK.jpg;1
278;https://dev.velox.ec/maxxicomp/upload/fotos/813567026655.jpg;1
279;https://dev.velox.ec/maxxicomp/upload/fotos/CASQUAGMFEARLESS.jpg;1
280;https://dev.velox.ec/maxxicomp/upload/fotos/CASQUAGMRAGER.jpg;1
281;https://dev.velox.ec/maxxicomp/upload/fotos/SPECASATXSMCSGR08.jpg;1
282;https://dev.velox.ec/maxxicomp/upload/fotos/SPECASATXFG05B.jpg;1
283;https://dev.velox.ec/maxxicomp/upload/fotos/102180800033.jpg;1
284;https://dev.velox.ec/maxxicomp/upload/fotos/4713621525871.jpg;1
285;https://dev.velox.ec/maxxicomp/upload/fotos/CS000ADT23.jpg;1
286;https://dev.velox.ec/maxxicomp/upload/fotos/CS000ADT24.jpg;1
287;https://dev.velox.ec/maxxicomp/upload/fotos/842243019292.jpg;1
288;https://dev.velox.ec/maxxicomp/upload/fotos/842243019285.jpg;1
289;https://dev.velox.ec/maxxicomp/upload/fotos/CS000ADT11.jpg;1
290;https://dev.velox.ec/maxxicomp/upload/fotos/4710483931499.jpg;1
291;https://dev.velox.ec/maxxicomp/upload/fotos/889349672068.jpg;1
292;https://dev.velox.ec/maxxicomp/upload/fotos/192876716106.jpg;1
293;https://dev.velox.ec/maxxicomp/upload/fotos/192876713693.jpg;1
294;https://dev.velox.ec/maxxicomp/upload/fotos/192876758298.jpg;1
295;https://dev.velox.ec/maxxicomp/upload/fotos/195553130370.jpg;1
296;https://dev.velox.ec/maxxicomp/upload/fotos/889523011904.jpg;1
297;https://dev.velox.ec/maxxicomp/upload/fotos/889523023501.jpg;1
298;https://dev.velox.ec/maxxicomp/upload/fotos/889523024393.jpg;1
299;https://dev.velox.ec/maxxicomp/upload/fotos/889523024041.jpg;1
300;https://dev.velox.ec/maxxicomp/upload/fotos/889523024089.jpg;1
301;https://dev.velox.ec/maxxicomp/upload/fotos/889523024416.jpg;1
302;https://dev.velox.ec/maxxicomp/upload/fotos/889523027011.jpg;1
303;https://dev.velox.ec/maxxicomp/upload/fotos/B560MDS3HV2.jpg;1
304;https://dev.velox.ec/maxxicomp/upload/fotos/889523021033.jpg;1
305;https://dev.velox.ec/maxxicomp/upload/fotos/889523018088.jpg;1
306;https://dev.velox.ec/maxxicomp/upload/fotos/889523019023.jpg;1
307;https://dev.velox.ec/maxxicomp/upload/fotos/889523026557.jpg;1
308;https://dev.velox.ec/maxxicomp/upload/fotos/730143309936.jpg;1
309;https://dev.velox.ec/maxxicomp/upload/fotos/PROAMD100000143.jpg;1
310;https://dev.velox.ec/maxxicomp/upload/fotos/730143313414.jpg;1
311;https://dev.velox.ec/maxxicomp/upload/fotos/PROAMD100000145.jpg;1
312;https://dev.velox.ec/maxxicomp/upload/fotos/730143312738.jpg;1
313;https://dev.velox.ec/maxxicomp/upload/fotos/SD2650JAHMBOX.jpg;1
314;https://dev.velox.ec/maxxicomp/upload/fotos/735858452199.jpg;1
315;https://dev.velox.ec/maxxicomp/upload/fotos/735858477239.jpg;1
316;https://dev.velox.ec/maxxicomp/upload/fotos/735858478120.jpg;1
317;https://dev.velox.ec/maxxicomp/upload/fotos/735858407823.jpg;1
318;https://dev.velox.ec/maxxicomp/upload/fotos/ARTEC0008976.jpg;1
319;https://dev.velox.ec/maxxicomp/upload/fotos/PROINTCI711700K.jpg;1
320;https://dev.velox.ec/maxxicomp/upload/fotos/MEMPEK1J018GAH.jpg;1
321;https://dev.velox.ec/maxxicomp/upload/fotos/4710273773940.jpg;1
322;https://dev.velox.ec/maxxicomp/upload/fotos/4711085931474.jpg;1
323;https://dev.velox.ec/maxxicomp/upload/fotos/843591077194.jpg;1
324;https://dev.velox.ec/maxxicomp/upload/fotos/649528824462.jpg;1
325;https://dev.velox.ec/maxxicomp/upload/fotos/840006629658.jpg;1
326;https://dev.velox.ec/maxxicomp/upload/fotos/649528900456.jpg;1
327;https://dev.velox.ec/maxxicomp/upload/fotos/841517051433.jpg;1
328;https://dev.velox.ec/maxxicomp/upload/fotos/841517051648.jpg;1
329;https://dev.velox.ec/maxxicomp/upload/fotos/193905242795.jpg;1
330;https://dev.velox.ec/maxxicomp/upload/fotos/KCP426SS816.jpg;1
331;https://dev.velox.ec/maxxicomp/upload/fotos/740617318579.jpg;1
332;https://dev.velox.ec/maxxicomp/upload/fotos/740617296532.jpg;1
333;https://dev.velox.ec/maxxicomp/upload/fotos/740617319910.jpg;1
334;https://dev.velox.ec/maxxicomp/upload/fotos/740617318449.jpg;1
335;https://dev.velox.ec/maxxicomp/upload/fotos/740617280630.jpg;1
336;https://dev.velox.ec/maxxicomp/upload/fotos/ARTEC0011101.jpg;1
337;https://dev.velox.ec/maxxicomp/upload/fotos/740617296327.jpg;1
338;https://dev.velox.ec/maxxicomp/upload/fotos/846651029119.jpg;1
339;https://dev.velox.ec/maxxicomp/upload/fotos/740617283884.jpg;1
340;https://dev.velox.ec/maxxicomp/upload/fotos/765441653177.jpg;1
341;https://dev.velox.ec/maxxicomp/upload/fotos/4712847098701.jpg;1
342;https://dev.velox.ec/maxxicomp/upload/fotos/4711085931900.jpg;1
343;https://dev.velox.ec/maxxicomp/upload/fotos/4711085931276.jpg;1
344;https://dev.velox.ec/maxxicomp/upload/fotos/4711085931054.jpg;1
345;https://dev.velox.ec/maxxicomp/upload/fotos/4711085931023.jpg;1
346;https://dev.velox.ec/maxxicomp/upload/fotos/4710273772899.jpg;1
347;https://dev.velox.ec/maxxicomp/upload/fotos/4713218469175.jpg;1
348;https://dev.velox.ec/maxxicomp/upload/fotos/4710273771106.jpg;1
349;https://dev.velox.ec/maxxicomp/upload/fotos/889523014264.jpg;1
350;https://dev.velox.ec/maxxicomp/upload/fotos/889523014271.jpg;1
351;https://dev.velox.ec/maxxicomp/upload/fotos/889523019351.jpg;1
352;https://dev.velox.ec/maxxicomp/upload/fotos/193015326439.jpg;1
353;https://dev.velox.ec/maxxicomp/upload/fotos/193015182691.jpg;1
354;https://dev.velox.ec/maxxicomp/upload/fotos/740617316681.jpg;1
355;https://dev.velox.ec/maxxicomp/upload/fotos/740617261219.jpg;1
356;https://dev.velox.ec/maxxicomp/upload/fotos/740617323047.jpg;1
357;https://dev.velox.ec/maxxicomp/upload/fotos/740617277357.jpg;1
358;https://dev.velox.ec/maxxicomp/upload/fotos/ST1000LM048.jpg;1
